tier,dropped_layer,dropped_name,dropped_city,dropped_state,dropped_address,winner_layer,reason,archived_at
T1-intra,FSS Specialty Mills,"Snavely’S Mill, Inc.",Mifflinville,Pennsylvania,607 Race St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Cargill, Incorporated",Paris,Illinois,616 Jefferson St.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Nutrasun Foods Ltd.,Regina,SK,6201 E. Primrose Green Dr.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Clifton Mill Co.,Clifton,Ohio,"75 Water St., P.O. Box 100",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Clifton Mill Co.,Clifton,Ohio,"75 Water St., P.O. Box 100",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Lindley Mills, Inc.",Graham,North Carolina,7763 Lindley Mill Rd.,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,Farmers Co-Op Association,Alva,Oklahoma,"Fourth and Barnes streets, P.O. Box 603",FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,"Producers Rice Mill, Inc.",Stuttgart,Arkansas,N Anna St,FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,The Birkett Mills,Penn Yan,New York,"One Main St., P.O. Box 440",FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Essential Eating Sprouted Flours,Waverly,Pennsylvania,P.O. Box 771,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Essential Eating Sprouted Flours,Waverly,Pennsylvania,P.O. Box 771,FSS Specialty Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Grain,"Cargill, Incorporated",Spring Valley,Illinois,"Rte. 89 S., P.O. Box 232",FSS Grain,"Same layer (FSS Grain), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Altheimer,Altheimer,Arkansas,15629 N US Highway 79,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Barton Ag,Barton,Arkansas,6471 Hwy. 49 West,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Cash AR,Cash,Arkansas,12432 HWY 226,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Clarendon AR,Clarendon,Arkansas,10448 Hwy. 79 East,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Corning AR,Corning,Arkansas,108 Airport Highway 980,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Crawfordsville AR,Crawfordsville,Arkansas,7488 Highway 64,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Des Arc,Des Arc,Arkansas,2010 Main Street,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Forrest City AR,Forrest City,Arkansas,4889 HWY 70 W,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Grady,Grady,Arkansas,920 Grady Avenue,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Grady (Pinebelt),Grady,Arkansas,920 Grady Avenue,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Monticello,Grady,Arkansas,920 Grady Avenue,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Hazen,Hazen,Arkansas,927 Highway 70 West,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Blackfish AR,Heth,Arkansas,134 HWY 149,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Lake City,Lake City,Arkansas,401 Carter Street,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,LAKE VILLAGE,Lake Village,Arkansas,103 West Parkway,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Lepanto,Lepanto,Arkansas,40200 Hwy 14 East,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Lost Cane,Manila,Arkansas,2096 West State Hwy 158,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Marianna,Marianna,Arkansas,332 Lee County Rd 303,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Marked Tree,Marked Tree,Arkansas,309 W. 2nd Street,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Marvell,Marvell,Arkansas,24 HWY 318,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Monette AR,Monette,Arkansas,210 W. Main,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Stonewall AR,Paragould,Arkansas,13220 Highway 135 North,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Three Rivers Aviation,Paragould,Arkansas,4081 Greene 905 Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Portland,Portland,Arkansas,153 Highway 165 S,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Winchester,Winchester,Arkansas,2232 US Hwy 65 & 138,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T1-intra,Nutrien Retail,Cerro Gordo IL,Cerro Gordo,Illinois,94 E 150 North Rd,Nutrien Retail,"Same layer (Nutrien Retail), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Nutrien Terminal,Meredosia Terminal,Meredosia,Illinois,1921 Old Naples Road,Nutrien Terminal,"Same layer (Nutrien Terminal), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Boyce,Boyce,Louisiana,5012 Hot Wells Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Bunkie,Bunkie,Louisiana,1970 Hwy 29 East,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Whiteville LA,Bunkie,Louisiana,6689 Highway 29,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Dunn,Delhi,Louisiana,11 Highway 609,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Elton,Elton,Louisiana,31032 Bornsdall Rd.,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Ferriday LA,Ferriday,Louisiana,7123 Highway 84,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Gilliam LA,Gilliam,Louisiana,12739 Lay Street,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Hamburg LA,Hamburg,Louisiana,12548 Highway 1,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Jonesville,Jonesville,Louisiana,1182 Delta Gin Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Lake Providence,Lake Providence,Louisiana,5400 Hwy 65 N,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Lake Providence Port,Lake Providence,Louisiana,487 Port Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Monticello,Lake Providence,Louisiana,683 Hwy 577,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Mer Rouge,Mer Rouge,Louisiana,502 12th Street,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,New Roads,New Roads,Louisiana,8462 Airport Rd,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Opelousas,Opelousas,Louisiana,3110 West Landry,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Pioneer LA,Pioneer,Louisiana,6107 Broadway,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Rayville,Rayville,Louisiana,11 Gin Rd,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,South Delta,Rayville,Louisiana,11 Gin Rd,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Tallulah,Tallulah,Louisiana,343 Hwy 80 East,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Thibodaux,Thibodaux,Louisiana,805 St Patrick Highway,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Crowville,Winnsboro,Louisiana,888 Highway 577,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Wisner,Wisner,Louisiana,3082 Hwy 562,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Anguilla,Anguilla,Mississippi,108 North and Main St,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Bolton,Bolton,Mississippi,6800 I-20 Frontage Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Cleveland,Boyle,Mississippi,695 Gaines Hwy,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Clarksdale MS,Clarksdale,Mississippi,1703 Desoto,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Grenada Air Industrial Park,Grenada,Mississippi,1291 Air Industrial Park Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Guntown MS,Guntown,Mississippi,1013 Highway 348,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Hollandale,Hollandale,Mississippi,443 East Ave South,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Holly Bluff,Holly Bluff,Mississippi,805 Hwy 16 West,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Indianola,Indianola,Mississippi,800 Highway 82 West,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Leland,Leland,Mississippi,1220 Highway 82 East,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Leland Timberland,Leland,Mississippi,166 Seven Oaks Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Macon MS,Macon,Mississippi,4093 Deerbrook Rd,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Sidon,Sidon,Mississippi,33780 CR 512,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Tunica,Tunica,Mississippi,4077 Josephine Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Vicksburg MS,Vicksburg,Mississippi,247 Armory Rd,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Dyna-Gro Reserach Winterville,Winterville,Mississippi,737 Blaylock Road,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Bernie,Bernie,Missouri,1496 State Highway 25,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Bowling Green - Direct,Bowling Green,Missouri,17410 Pike Rd 291,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Bowling Green - Full,Bowling Green,Missouri,16083 Business Hwy 61 N,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
T3-cross,Nutrien Locations,Clarence MO,Clarence,Missouri,202 South Macon Street,Nutrien Retail,Cross-layer same-address (prio 1 Nutrien Retail beats prio None Nutrien Locations),2026-05-13T08:33:19.535206+00:00
