Company Name,Category,Street_Address,City,State_Parsed,ZIP_Parsed,Lat / Long,Capacity
Alliance Grain Co.,Grain,509 S.,Washington Saybrook,IL,61770,,"308,000 bus up."
"Cargill, Incorporated",Grain,5092 26th St. S.E.,Gluek,MN,56260,,"1,139,000 bus up."
"Perdue Agribusiness Grain, Llc",Grain,51 Kentucky Hwy. 2110,Livermore,KY,42352,,"3,000,000 bus up"
"Viterra Usa Grain, Llc",Grain,510 E. Bedford,Dimmitt,TX,79027,,"9,741,000 bus up."
Landus Cooperative,Grain,510 N. Fourth Ave.,Dedham,IA,51440,,"1,511,000 bus up; 236,000 bus fl."
"New Cooperative, Inc.",Grain,511 Miller St.,Mallard,IA,50562,,"4,575,000 bus up; 1,000,000 bus fl."
"Greenfield Holdings, Llc",Grain,5125 Hwy. 17,Winnsboro,LA,71295,,"3,700,000 bus up."
"Flint Hills Grain, Llc",Grain,513 W. First,Abilene,KS,67410,,"8,558,000 bus up."
Consolidated Grain & Barge Co.,Grain,5130 Port Rd.,Jeffersonville,IN,47130,,"3,116,000 bus up"
"Cargill, Incorporated",Grain,5135 N.W. Hwy. 24,Topeka,KS,66608,,
Simplot Grower Solutions,Grain,514 N. Sharpe Ave.,Cleveland,MS,38732,,"520,000 bus up."
"The Andersons, Inc.",Grain,"515 Illinois Ave., P.O. Box 119",Maumee,OH,43537,,"17,039,000 bus up."
Landus Cooperative,Grain,515 Jefferson St,Plainfield,IA,50666,,"1,185,000 bus up."
"The Mennel Milling Co. Of Virginia, Inc.",Flour mills,5185 Benois Rd.,Roanoke,VA,24018,,"10,000 cwts."
"The Mennel Milling Co. Of Virginia, Inc.",Specialty Mills,5185 Benois Rd.,Roanoke,VA,24018,,
Western Consolidated Cooperative,Grain,520 County Rd.,Nine Holloway,MN,56249,,"8,600,000 bus up"
"Louis Dreyfus Company, Llc",Grain,520 Elevator Rd. Port,Allen,LA,70767,,"8,843,000 bus up."
Gilster Mary Lee Corp.,Mix Plants,520 Old St. Mary's Rd.,Perryville,MO,63775,,
"Western Foods, Llc",Flour mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Specialty Mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Specialty Mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Specialty Mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Specialty Mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Specialty Mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Specialty Mills,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
"Western Foods, Llc",Mix Plants,5215 Industrial Dr. S.,Pine Bluff,AR,71612,,
Archer Daniels Midland Co.,Grain,52551 State Hwy. 14,Fullerton,NE,68638,,"1,450,000 bus up."
The Scoular Company,Grain,529 E. Ave. T,Jerome,ID,83338,,"900,000 bus up; 1,000,000 bus"
Landus Cooperative,Grain,529 Third St.,Rockwell City,IA,50579,,"2,010,000 bus up."
Azteca Milling,Specialty Mills,5301 Industrial Park Dr.,Henderson,KY,42420,,
Lundberg Family Farms,Specialty Mills,"5311 Midway, P.O. Box 369",Richvale,CA,95974,,"10,000 cwts."
Lundberg Family Farms,Specialty Mills,"5311 Midway, P.O. Box 369",Richvale,CA,95974,,
Archer Daniels Midland Co.,Grain,5321 Mary Ingles Hwy,Silver Grove,KY,41085,,"393,000 bus up"
Northern Country Coop,Grain,"53872 270th St., P.O. Box 110",Lansing,MN,55950,,"2,640,000 bus up."
Archer Daniels Midland Co.,Grain,53915 Hwy. 32,Newman Grove,NE,68758,,"1,450,000 bus up."
"General Mills, Inc.",Grain,54 S. Michigan Ave.,Buffalo,NY,14203,,"4,616,000 bus up."
"General Mills, Inc.",Flour mills,54 S. Michigan Ave.,Buffalo,NY,14203,,"16,500 cwts"
Archer Daniels Midland Co.,Grain,54 Stephenson St.,German Valley,IL,61039,,"819,000 bus up."
Adm Milling Co.,Grain,540 South St.,Lincoln,NE,68502,,"3,000,000 bus up"
Adm Milling Co.,Flour mills,"540 South St., P.O. Box 81308",Lincoln,NE,68502,,"10,000 cwts"
Adm Milling Co.,Specialty Mills,"540 South St., P.O. Box 81308",Lincoln,NE,68502,,"10,000 cwts"
"Viterra Usa Grain, Llc",Grain,5410 E. Channel Rd.,Catoosa,OK,74015,,"5,485,000 bus up."
"Viterra Usa Grain, Llc",Grain,54300 Walnut Rd.,New Carlisle,IN,46552,,"1,588,000 bus up; 2,251,000 bus fl."
Archer Daniels Midland Co.,Grain,"546 S. Water St., P.O. Box 560",Havana,IL,62644,,"2,846,000 bus up."
Miller Milling Co.,Grain,5471 Ferguson Dr.,Los Angeles,CA,90022,,"1,100,000 bus up."
Miller Milling Co.,Flour mills,5471 Ferguson Dr.,Commerce,CA,90022,,"1,100,000 cwts"
"Pizza Blends, Llc",Mix Plants,5479 N. Marine Dr.,Portland,OR,97203,,
"Cargill, Incorporated",Grain,5495 River Rd,Cincinnati,OH,45233,,"423,000 bus up."
Bay State Milling Co.,Grain,55 Franklin St.,Winona,MN,55987,,"1,100,000 bus up"
Bay State Milling Co.,Flour mills,55 Franklin St.,Winona,MN,55987,,"24,100 cwts"
Bay State Milling Co.,Specialty Mills,55 Franklin St.,Winona,MN,55987,,"2,500 cwts"
Bay State Milling Co.,Specialty Mills,55 Franklin St.,Winona,MN,55987,,
Bay State Milling Co.,Specialty Mills,55 Franklin St.,Winona,MN,55987,,720 cwts.
Bay State Milling Co.,Mix Plants,55 Franklin St.,Winona,MN,55987,,
Canadian Oats Milling Ltd.,Specialty Mills,"55021 Range Rd., Suite 234A Edmonton",AB,,T5B 4K3,,"4,000 cwts"
"H.R. Wentzel Sons, Inc.",Specialty Mills,5521 Waggoners Gap Rd.,Landisburg,PA,17040,,"6,000 bus."
"Bruce Oakley, Inc.",Grain,5522 Levee Rd. N.,Arkansas City,AR,71630,,"1,800,000 bus up."
Heartland Co-Op,Grain,"5550 S.E. Army Post Rd., P.O. Box A",Carlisle,IA,50047,,"8,538,000 bus up."
Grain Craft,Grain,56 Silver St.,Kansas City,KS,66103,,"466,000 bus up"
Grain Craft,Flour mills,56 Silver St.,Kansas City,KS,66103,,"10,400 cwts"
Minot Milling,Flour mills,5600 Fourth Ave. N.E.,Minot,ND,58703,,"6,000 cwts"
Minot Milling,Specialty Mills,5600 Fourth Ave. N.E.,Minot,ND,58703,,"8,800 cwts."
Interstate Grain Corp.,Grain,"5700 Up River Rd., P.O. Box 9924",Corpus Christi,TX,78469,,"4,500,000 bus up."
"Agrex, Inc. (Western)",Grain,57148 870th Rd.,Laurel,NE,68745,,"1,700,000 bus up; 1,000,000 bus fl"
"The Andersons, Inc.",Grain,5728 Sebring Warner Rd. E.,Greenville,OH,45331,,"3,100,000 bus up."
Adm Benson Quinn,Grain,575 Drake St.,St. Paul,MN,55102,,"2,187,000 bus up."
"Viterra Usa Grain, Llc",Grain,5755 S. Hoover Rd.,Wichita,KS,67215,,"34,827,000 bus up."
"Bartlett Grain Company, Lp",Grain,5801 Birmingham Rd.,Kansas City,MO,64117,,"4,307,000 bus up."
Archer Daniels Midland Co.,Grain,581 N. 43rd St.,Mendota,IL,61342,,"3,962,000 bus up"
Archer Daniels Midland Co.,Grain,5848 Old Rte. 54,New Berlin,IL,62670,,"3,323,000 bus up."
"Perdue Agribusiness Grain, Llc",Grain,5915 Shiloh Camp Rd.,Shiloh,MD,21643,,"1,500,000 bus up."
"Horse Heaven Grain, Llc",Grain,60 Railroad Ave,Roosevelt,WA,99356,,"998,000 bus up"
"Columbia Grain International, Llc",Grain,600 First St. N.,Havre,MT,59501,,"465,000 bus up."
"Frontier Ag, Inc.",Grain,"600 Genessee, P.O. Box 189",Burlington,CO,80807,,"753,000 bus up."
"Heritage Cooperative, Inc.",Grain,600 River Rd.,East Liverpool,OH,43920,,"160,000 bus up."
"Falcon Rice Mill, Inc.",Specialty Mills,"600 S. Ave. D, P.O. Box 771",Crowley,LA,70527,,"4,000 cwts."
"Arizona Grain, Inc.",Grain,601 E. Main Ave.,Casa Grande,AZ,85122,,"2,500,000 bus up; 2,500,000 bus fl."
Adm Milling Co.,Grain,601 First St.,Cheney,WA,99004,,"500,000 bus up"
Adm Milling Co.,Flour mills,"601 First St., P.O. Box 248",Cheney,WA,99004,,"6,000 cwts"
Archer Daniels Midland Co.,Grain,601 W. Division,Altamont,IL,62411,,"2,546,000 bus up; 800,000 bus fl."
Producers Rice Ingredients,Specialty Mills,"603 N. Park Ave., P.O. Box 1248",Stuttgart,AR,72160,,
"The Andersons, Inc.",Grain,604 Blount St.,Lake Providence,LA,71254,,"1,100,000 bus up"
Ardent Mills,Grain,6041 Diana Toledo Almeida Rd.,Gibsonton,FL,33534,,"4,100,000 bus up."
Ardent Mills,Flour mills,6041 Diana Toledo Almeida Rd.,Gibsonton,FL,33534,,"17,500 cwts"
"Riceland Foods, Inc.",Grain,605 E. Commercial St.,Kennett,MO,63857,,"952,000 bus up."
Landus Cooperative,Grain,605 Fourth St.,Somers,IA,50586,,"1,325,000 bus up; 879,000 bus fl."
"Bunge North America, Llc",Grain,605 Goodrich Rd.,Bellevue,OH,44811,,"6,537,000 bus up."
"Grain Millers, Inc.",Specialty Mills,"605 Grain Millers Dr., P.O. Box 399",St. Ansgar,IA,50472,,
"Grain Millers, Inc.",Mix Plants,"605 Grain Millers Dr., P.O. Box 399",St. Ansgar,IA,50472,,
"Grain Millers, Inc.",Specialty Mills,"605 Grain Millers Dr., P.O. Box 399 St.",Ansgar,IA,50472,,
"Grain Millers, Inc.",Specialty Mills,"605 Grain Millers Dr., P.O. Box 399 St.",Ansgar,IA,50472,,
"Grain Millers, Inc.",Specialty Mills,"605 Grain Millers Dr., P.O. Box 399 St.",Ansgar,IA,50472,,
"Grain Millers, Inc.",Specialty Mills,"605 Grain Millers Dr., P.O. Box 399 St.",Ansgar,IA,50472,,
"Chs, Inc.",Grain,605 S. Front St.,Pekin,IL,61554,,"154,000 bus up."
Archer Daniels Midland Co.,Grain,605 S. Oak St.,Winslow,IN,47598,,"704,664 bus up"
"Snavely'S Mill, Inc.",Flour mills,607 Race St.,Mifflinville,PA,18631,,"2,400 cwts."
"Snavely'S Mill, Inc.",Specialty Mills,607 Race St.,Mifflinville,PA,18631,,
"Snavely’S Mill, Inc.",Specialty Mills,607 Race St.,Mifflinville,PA,18631,,
"Snavely’S Mill, Inc.",Specialty Mills,607 Race St.,Mifflinville,PA,18631,,"1,200 cwts"
Archer Daniels Midland Co.,Grain,609 N. S.R. 66,Rockport,IN,47635,,"2,469,334 bus up."
Deseret Mills & Elevators,Flour mills,61 S. 600,West Kaysville,UT,84037,,"1,500 cwts"
Deseret Grain Storage,Grain,61 S. 600 W.,Kaysville,UT,84037,,"1,212,000 bus up"
Deseret Mills & Elevators,Specialty Mills,61 S. 600 West,Kaysville,UT,84037,,900 cwts.
"General Mills, Inc.",Grain,6101 S.E. 52nd St.,Carlisle,IA,50047,,"1,624,000 bus up."
"General Mills, Inc.",Flour mills,6101 S.E. 52nd St.,Avon,IA,50047,,"11,300 cwts"
"General Mills, Inc.",Mix Plants,6101 S.E. 52nd St.,Avon,IA,50047,,
Consolidated Grain &Barge Co.,Grain,613 County Hwy. 434,Portageville,MO,63873,,"2,759,000 bus up"
Adm Milling Co.,Grain,614 W. Second St.,Mount Vernon,IN,47620,,"1,200,000 bus up"
Adm Milling Co.,Flour mills,614 W. Second St. Mount,Vernon,IN,47620,,"15,500 cwts"
"Columbia Grain International, Llc 6155 R. 1071",Grain,6155 Rd 1071,Wolf Point,MT,59201,,"788,000 bus up."
"Columbia Grain International, Llc",Grain,6155 Rd. 1071,Kasa Point,MT,59201,,"1,990,000 bus up."
"Cargill, Incorporated",Specialty Mills,616 Jefferson St.,Paris,IL,61944,,
"Cargill, Incorporated",Specialty Mills,616 Jefferson St.,Paris,IL,61944,,
Landus Cooperative,Grain,6173 158th Ave.,Storm Lake,IA,50588,,"1,635,000 bus fl."
Landus Cooperative,Grain,619 E. Front St.,Lake City,IA,51449,,"93,000 bus up; 898,000 bus fl."
"Viterra Usa Grain, Llc",Grain,620 N. Marrs,Amarillo,TX,79107,,"12,272,000 bus up."
Adm Milling Co.,Grain,620 W. 10th St.,Charlotte,NC,28202,,"1,300,000 bus up"
Adm Milling Co.,Flour mills,"620 W. 10th St., P.O. Box 31155",Charlotte,NC,28202,,"13,500 cwts"
Landus Cooperative,Grain,620 W. Third St.,Carroll,IA,51401,,"1,510,000 bus up."
"Chs, Inc.",Grain,6200 W. Hwy. 13,Savage,MN,55378,,"1,448,000 bus up."
Nutrasun Foods Ltd.,Specialty Mills,6201 E. Primrose Green Dr.,Regina,SK,S4V 3L7,,
Nutrasun Foods Ltd.,Specialty Mills,6201 E. Primrose Green Dr.,Regina,SK,S4V 3L7,,
Consolidated Grain & Barge Co.,Grain,6206 Riverport Rd.,Henderson,KY,42420,,
Heartland Co-Op,Grain,622 Marshall St.,Dexter,IA,50070,,"2,800,000 bus up."
"Attebury Grain, Inc.",Grain,624 Burlington Rd.,Saginaw,TX,76179,,"6,636,000 bus up"
Landus Cooperative,Grain,625 West St.,Bristow,IA,50615,,"515,000 bus up"
United Cooperative,Grain,6250 Borden Rd.,Boscobel,WI,53805,,"4,682,000 bus up"
Anne Arundel County Grain Elevator,Grain,6272 S. Maryland Blvd.,Lothian,MD,20711,,"995,000 bus up."
"Dawn Food Products, Inc.",Specialty Mills,"6303 Kenjoy Dr., P.O. Box 14032",Louisville,KY,40214,,
"Dawn Food Products, Inc.",Mix Plants,"6303 Kenjoy Dr., P.O. Box 14032",Louisville,KY,40214,,
"Cargill, Incorporated",Grain,"632 N. Center St., P.O. Box 39",Bremen,IN,46506,,"747,000 bus up."
Bakemark,Mix Plants,6325 S. Gateway Blvd.,Elyria,OH,44035,,
"Pennant Ingredients, Inc.",Mix Plants,64 Chester St.,Rochester,NY,14611,,
Ingredion,Specialty Mills,6400 S. Archer Ave.,Bedford Park,IL,60501,,
"Mfa, Inc.",Grain,6438 N.E. Nettleton Rd.,Hamilton,MO,64644,,"2,133,095 bus up."
"Co-Alliance, Llp",Grain,646 S. Meridin Rd.,Reynolds,IN,47980,,"1,400,000 bus up; 550,000 bus fl"
"Cargill, Incorporated",Specialty Mills,650 Industrial Park Dr.,Blair,NE,68008,,
Ardent Mills,Grain,6509 77th Ave.,Kenosha,WI,53142,,"960,000 bus up"
Ardent Mills,Flour mills,6509 77th Ave.,Kenosha,WI,53142,,"26,000 cwts"
"Cargill, Incorporated",Grain,"651 81st St., P.O. Box 766",Pipestone,MN,56164,,"1,682,000 bus up."
"Bunge-Scf Grain, Llc",Grain,651 N. Front St.,Fairmont City,IL,62201,,"1,117,000 bus up"
"Cargill, Incorporated",Grain,6526 County Rd. O,Shullsburg,WI,53586,,"5,406,000 bus up"
California Family Foods,Specialty Mills,"6550 Struckmeyer Rd., P.O. Box 1230",Arbuckle,CA,95912,,"4,500,000 cwts."
"Chs, Inc.",Grain,6603 S. Concord St.,Davenport,IA,52802,,"1,000,000 bus up; 3,795,000 bus fl."
"Central States Enterprises, Inc.",Grain,"6627 N. 400 E., P.O. Box 25",Montpelier,IN,47359,,"17,100,000 bus up."
"Cargill, Incorporated",Grain,6640 Ship Dr.,Portage (Burns Harbor),IN,46368,,"7,768,000 bus up"
"Kokomo Grain Co., Inc.",Grain,6672 E. 650 S.,Edinburgh,IN,46124,,"3,500,000 bus up; 8,500,000 bus fl."
Consolidated Grain & Barge Co.,Grain,6720 E Highway K,Charleston,MO,63834,,"146,000 bus up."
"Cargill, Incorporated",Grain,"6761 Kellogg Ave., P.O. Box 30347",Cincinnati,OH,45230,,"440,000 bus up."
"Columbia Grain International, Llc",Grain,6776 18th St. N.E.,New Rockford,ND,58356,,"4,466,000 bus up"
Archer Daniels Midland Co.,Grain,"6801 Memorial Hwy., P.O. Box 252",Ottawa Lake,MI,49267,,"7,342,000 bus up."
"Windmills Rice Co., Llc",Specialty Mills,6875 Hwy. One S.,Jonesboro,AR,72404,,
"Perdue Agribusiness Grain, Llc",Grain,6906 Zion Church Rd.,Salisbury,MD,21804,,"9,400,000 bus up"
"Viterra Usa Grain, Llc",Grain,6979 IL Rte. 78 N.,Warren,IL,61087,,"2,268,000 bus up."
Landus Cooperative,Grain,69866 Hwy. 210,Collins,IA,50055,,"2,261,000 bus up; 968,000 bus fl."
"New Cooperative, Inc.",Grain,700 Eagle St.,Duncombe,IA,50532,,"2,457,000 bus up; 1,398,000 bus fl."
Grain Craft,Grain,700 Milner Dr.,Birmingham,AL,35214,,"1,750,000 bus up."
Grain Craft,Flour mills,700 Milner Dr.,Birmingham,AL,35214,,"18,500 cwts"
"Bunge North America, Llc",Grain,700 N. Rangeline Rd.,Morristown,IN,46161,,"4,744,000 bus up"
"Cargill, Incorporated",Grain,700 Oregon St.,Muscatine,IA,52761,,"1,256,000 bus up"
Archer Daniels Midland Co.,Grain,701 Cash St.,Burlington,IA,52601,,"456,000 bus up; 1,5364,400 bus fl."
Grain Craft,Grain,701 E. 17th St.,Wichita,KS,67214,,"2,000,000 bus up."
Grain Craft,Flour mills,701 E. 17th St.,Wichita,KS,67214,,"19,600 cwts."
"Premier Cooperative, Inc.",Grain,"701 N. Commercial Rd., P.O. Box 69",Thomasboro,IL,61878,,"3,600,000 bus up."
"New Cooperative, Inc.",Grain,701 N. Main St.,Everly,IA,51338,,
"Bartlett Milling Co., Lp",Flour mills,701 S. Center St.,Statesville,NC,28677,,"15,000 cwts"
"Bartlett Milling Co., Lp",Specialty Mills,701 S. Center St.,Statesville,NC,28677,,
"Cargill, Incorporated",Grain,702 Fair St.,Madison,MN,56256,,"1,318,000 bus up."
"Viterra Usa Grain, Llc",Grain,70454 Hwy. 61,Benkelman,NE,69033,,"1,387,000 bus up; 2,839,000 bus fl."
Gilster Mary Lee Corp.,Mix Plants,"705 N. Sparta St., P.O. Box 98",Steeleville,IL,62288,,
Landus Cooperative,Grain,"705 Packwaukee St., P.O. Box 307",New Hartford,IA,50660,,"2,680,000 bus up."
Pride Ag Resources,Grain,706 Bent St.,Ensign,KS,67841,,"4,248,000 bus up"
Siemer Milling Co.,Grain,707 Harrison Brookville Rd.,West Harrison,IN,47060,,"2,227,000 bus up"
Siemer Milling Co.,Flour mills,707 Harrison Brookville Rd.,West Harrison,IN,47060,,"10,500 cwts"
Siemer Milling Co.,Specialty Mills,707 Harrison Brookville Rd.,West Harrison,IN,47060,,
"Riceland Foods, Inc.",Grain,708 Hwy. 11 N.,Des Arc,AR,72040,,"2,778,000 bus up; 300,000 bus fl."
Archer Daniels Midland Co.,Grain,708 Water St,Henry,IL,61537,,"552,000 bus up."
The Scoular Company,Grain,709 Commercial St.,Downs,KS,67437,,"2,200,000 bus up"
Mennel Grain – Farm (Upper Sandusky),Grain,7097 CR 47,Upper Sandusky,OH,43351,,"905,000 bus up."
"Columbia Grain International, Llc",Grain,70th Ave. N.E.,Carrington,ND,58421,,"334,000 bus up"
Pride Ag Resources,Grain,"710 W. Trail St., P.O. Box 610",Dodge City,KS,67801,,"1,837,000 bus up"
"Viterra Usa Grain, Llc",Grain,711 Old Brickyard Rd.,McLeansboro,IL,62859,,"775,000 bus up."
"Michigan Agricultural Commodities, Inc.",Grain,"7115 Maple Valley Rd., P.O. Box 399",Brown City,MI,48416,,"3,600,000 bus up"
United Cooperative,Grain,713 Stanton St.,Ripon,WI,54971,,"7,292,549 bus up"
Farmers Cooperative,Grain,71445-573rd Ave.,Jansen,NE,68377,,"4,465,286 bus up."
Ardent Mills,Flour mills,715 E. 13th St.,Wichita,KS,67214,,"27,000 cwts."
Ardent Mills,Grain,715 E. 13th St. N.,Wichita,KS,67214,,"2,500,000 bus up"
"Lakeside Mills, Inc.",Flour mills,716 W. Main St.,Spindale,NC,28160,,600 cwts
"Lakeside Mills, Inc.",Specialty Mills,716 W. Main St.,Spindale,NC,28160,,"12,000 bus."
"Lakeside Mills, Inc.",Mix Plants,716 W. Main St.,Spindale,NC,28160,,
Frenchman Valley Farmers Co-Op,Grain,71730 Hwy. 17,Culbertson,NE,69024,,"3,500,000 bus up"
"Viterra Usa Grain, Llc",Grain,719 County Rd. 850 N.,Browns,IL,62818,,"1,155,000 bus up; 2,245,000 bus fl"
Superior Ag,Grain,719 Harvest Lane,Princeton,IN,47670,,"2,214,000 bus up."
"Hopkinsville Elevator Co., Inc.",Grain,"720 Barge Point Rd., P.O. Box 2367",Clarksville,TN,37042,,"1,014,000 bus up"
United Cooperative,Grain,720 N. Main St.,Oconto Falls,WI,54154,,"2,598,000 bus up"
Cooperative Elevator Co.,Grain,7211 E. Michigan Ave.,Pigeon,MI,48755,,"7,000,000 bus up."
Smithfield Grain,Grain,"7211 Shawnee, P.O. Box 98",Harpster,OH,43323,,"1,081,000 bus up."
"Perdue Agribusiness Grain, Llc (Grain & Oilseed)",Grain,73 Silverlake Rd.,Bridgeton,NJ,8302,,"1,275,000 bus up"
P&H Milling Group,Flour mills,730 Marginal Rd.,Halifax,NS,B3J 3C4,,"7,700 cwts"
"Cargill, Incorporated",Grain,"73033 L Rd., P.O. Box 468",Holdrege,NE,68949,,"3,075,000 bus up"
Consolidated Grain & Barge Co.,Grain,7305 Illinois Hwy. 26,Princeton,IL,61356,,"1,292,000 bus up; 1,796,000 bus fl"
"Big J Milling & Elevator Co., Inc.",Flour mills,"733 W. Forest, P.O. Box 717",Brigham City,UT,84302,,"1,920 cwts."
Archer Daniels Midland Co.,Grain,734 New Madrid Court,New Madrid,MO,63866,,"1,423,000 bus up."
Bakemark,Mix Plants,7351 Crider Ave.,Pico Rivera,CA,90660,,
"Bunge Milling, Inc.",Grain,7383 N. 100 W.,Worthington,IN,47471,,
Bunge Milling,Specialty Mills,7383 N. 100 W.,Worthington,IN,47471,,"3,333 bus."
"Viterra Usa Grain, Llc",Grain,7415 Terminal Rd.,Owensboro,KY,42355,,"1,445,000 bus up; 1,330,000 bus fl."
Clifton Mill Co.,Flour mills,"75 Water St., P.O. Box 100",Clifton,OH,45316,,400 cwts
Clifton Mill Co.,Specialty Mills,"75 Water St., P.O. Box 100",Clifton,OH,45316,,400 cwts
Clifton Mill Co.,Specialty Mills,"75 Water St., P.O. Box 100",Clifton,OH,45316,,
Clifton Mill Co.,Specialty Mills,"75 Water St., P.O. Box 100",Clifton,OH,45316,,"12,000 bus."
Clifton Mill Co.,Mix Plants,"75 Water St., P.O. Box 100",Clifton,OH,45316,,
"Riceland Foods, Inc.",Grain,755 Main St,Knobel,AR,72435,,"808,000 bus up."
"Cargill, Incorporated",Grain,758 State Hwy.,NCharleston,MO,63834,,"2,615,000 bus up."
The Scoular Company,Grain,75875 Grainton Rd. 351,Wallace,NE,69169,,"2,500,000 bus up."
"Viterra Usa Grain, Llc",Grain,7646 County Rd. 125 E.,Shelburn,IN,47879,,"1,641,000 bus up; 3,108,000 bus fl"
The Scoular Company,Grain,766 E. 20th St. S.,Wellington,KS,67152,,"3,377,000 bus up."
Heartland Co-Op,Grain,770 City Rd. DD,Farwell,TX,79325,,"5,900,000 bus up."
"Lindley Mills, Inc.",Flour mills,7763 Lindley Mill Rd.,Graham,NC,27253,,
"Lindley Mills, Inc.",Specialty Mills,7763 Lindley Mill Rd.,Graham,NC,27253,,
"Lindley Mills, Inc.",Specialty Mills,7763 Lindley Mill Rd.,Graham,NC,27253,,
"Lindley Mills, Inc.",Mix Plants,7763 Lindley Mill Rd.,Graham,NC,27253,,
The Krusteaz Co.,Flour mills,7851 S. 192nd St.,Kent,WA,98032,,
The Krusteaz Co.,Mix Plants,7851 S. 192nd St.,Kent,WA,98032,,
Italgrani Elevator Co.,Grain,7900 Van Buren,St. Louis,MO,63111,,"4,000,000 bus up."
"U.S. Durum Milling, Inc.",Specialty Mills,7900 Van Buren St.,St. Louis,MO,63111,,"30,000 cwts."
"U.S. Durum Milling, Inc. (Italgrani Usa, Inc./Richardson International)",Specialty Mills,7900 Van Buren St.,St. Louis,MO,63111,,"30,000 cwts"
Cpi,Grain,7940 N. Hayland Ave.,Prosser,NE,68883,,"3,506,000 bus up;"
Doguet’S Rice Milling Co.,Specialty Mills,795 S. Major Dr.,Beaumont,TX,77707,,"400,000 cwts"
Archer Daniels Midland Co.,Grain,7979 S State Line Rd,State Line City,IN,47982,,"2,385,858 bus up; 750,00 bus"
Mennel Grain – C&O (Upper Sandusky),Grain,798 Lincoln Way W.,Upper Sandusky,OH,43351,,"1,987,000 bus up."
"Ag Processing, Inc.",Specialty Mills,800 Diagonal St,Dawson,MN,56232,,
Farmers Cooperative,Grain,800 Market St. N.E.,Decatur,AL,35601,,"2,331,000 bus up."
Temco,Grain,800 N. River St.,Portland,OR,97227,,"1,200,000 bus up."
"Viterra Usa Grain, Llc",Grain,800 N. Villa Louis Rd.,Prairie du Chien,WI,53821,,"176,000 bus up"
"The Andersons, Inc.",Grain,801 S. Reynolds Rd.,Toledo,OH,43615,,"1,200,000 bus up."
"Riceland Foods, Inc.",Grain,802 E Harrison St,Stuttgart,AR,72160,,"5,826,000 bus up."
Allen Brothers Milling Co.,Flour mills,804 Gervais St.,Columbia,SC,29201,,"1,000 cwts."
Allen Brothers Milling Co.,Specialty Mills,804 Gervais St.,Columbia,SC,29201,,"2,000 bus."
Allen Brothers Milling Co.,Mix Plants,804 Gervais St.,Columbia,SC,29201,,
"Ag Processing, Inc.",Specialty Mills,"804 Second Ave., P.O. Box 220",Sheldon,IA,51201,,
"Skyland Grain, Llc",Grain,80492 W. Hwy. 54,Pratt,KS,67124,,"1,700,000 bus up"
"Riceland Foods, Inc.",Grain,805 N Front,Gillett,AR,72055,,"864,000 bus up."
"Riceland Foods, Inc.",Grain,809 W Front St,Altheimer,AR,72004,,"1,235,000 bus up."
"Bolton'S Crown Quality, Inc.",Grain,"810 Fannin St., P.O. Box 1539",Vernon,TX,76398,,"1,030,000 bus up"
"Red Wing Grain, Llc",Grain,810 Levee Rd.,Red Wing,MN,55066,,"5,100,000 bus up."
Agwrx Cooperative,Grain,811 Burlington Northern Dr.,Watertown,SD,57201,,"2,625,000 bus up"
"Cargill, Incorporated",Grain,812 S. 250 W.,Aylesworth,IN,46341,,"996,000 bus up"
"The Andersons, Inc.",Grain,81244 Rd. 429,Anselmo,NE,68813,,"2,546,000 bus up"
Archer Daniels Midland Co.,Grain,814 Uhlhorn Ave.,Evansville,IN,47710,,"2,116,211 bus up."
"Cargill, Incorporated",Grain,814 W. Main,Beardstown,IL,62618,,"1,490,000 bus up"
"The Andersons, Inc.",Grain,815 Hwy. 26,Bliss,ID,83314,,"1,400,000 bus up; 7,500,000"
"Riceland Foods, Inc.",Grain,815 W. Third St.,Lonoke,AR,72086,,"4,533,000 bus up."
Archer Daniels Midland Co.,Grain,816 N. Halstead,Hutchinson,KS,67504,,"6,336,000 bus up"
P&H Milling Group,Specialty Mills,817 - 48th St. E.,Saskatoon,SK,S7K 0X5,,
Parrheim Foods,Specialty Mills,817 48th St. E.,Saskatoon,SK,S7K 0X5,,"2,200 cwts."
"Perdue Agribusiness Grain, Llc",Grain,82 Steamboat Landing,Kinsale,VA,22488,,"166,000 bus up"
Morrow County Grain Growers,Grain,82014 Paterson Ferry Rd.,Irrigon,OR,97844,,"3,800,000 bus up."
"Columbia Grain International,",Grain,8214 138th Ave. N.E.,Crystal,ND,58222,,"1,761,000 bus up."
Owensboro Grain Co.,Grain,822 E. Second St.,Owensboro,KY,42303,,"1,600,000 bus up; 1,600,000 bus fl."
Archer Daniels Midland Co.,Grain,822 W. Tinkham,Havana,IL,62644,,"178,000 bus up."
